rank,rating,name,score/round,damage/round,k/d_ratio,hs_percentage(%),win_percentage(%),top_1_agents_name,top_1_agents_hours,top_1_agents_win%,top_1_agents_acs,top_2_agents_name,top_2_agents_hours,top_2_agents_win%,top_2_agents_acs,top_3_agents_name,top_3_agents_hours,top_3_agents_win%,top_3_agents_acs,top_1_weapon,top_1_weapon_kills,top_1_hs%,top_2_weapon,top_2_weapon_kills,top_2_weapon_hs%,top_3_weapon,top_3_weapon_kills,top_3_weapon_hs%
305,610,Sleezy#DRTY,209.5,141.2,1.05,30.7,57.3,Raze,25.0,60.0,225.6,Sova,22.0,60.5,198.5,Jett,12.0,60.9,221.9,Vandal,"1,041",51,Phantom,389,41,Ghost,257,45
306,609,Cohburg#Benny,219.5,144.3,1.08,29.6,46.4,Harbor,30.0,46.3,216.3,Reyna,13.0,60.9,252.9,Astra,10.0,52.9,225.4,Vandal,"1,829",42,Phantom,446,35,Ghost,229,45
307,609,Kurdi#Azadi,206.7,135.6,0.98,27.8,49.2,Jett,27.0,58.0,221.6,Chamber,26.0,54.2,215.5,Brimstone,19.0,68.6,213.3,Vandal,"1,514",42,Phantom,899,36,Operator,240,6
308,608,FaZe babybay#1313,252.8,163.0,1.21,21.6,56.6,Chamber,14.0,72.0,258.2,Jett,4.4,37.5,258.5,KAY/O,1.8,33.3,273.4,Vandal,468,39,Operator,165,8,Ghost,70,36
309,608,miniature#fade,236.7,157.7,1.16,34.0,60.4,Fade,16.0,50.0,246.9,Sova,3.9,71.4,218.8,Yoru,3.2,80.0,226.9,Vandal,546,45,Sheriff,54,63,Ghost,47,53
310,608,c4Lypso#Bald,223.4,144.4,1.14,41.1,47.6,Chamber,26.0,47.9,241.0,KAY/O,5.5,40.0,180.8,Astra,5.4,63.6,225.9,Vandal,"1,352",52,Operator,127,7,Sheriff,122,66
311,608,KetamineEnjoyer#YODA,236.8,152.4,1.23,26.5,70.0,Jett,9.9,83.3,246.1,Chamber,5.7,54.5,226.1,Fade,4.0,75.0,219.8,Vandal,663,38,Phantom,126,31,Spectre,66,24
312,608,Jelly#NAA1,178.0,118.2,0.87,24.0,52.0,Astra,32.0,51.8,174.6,Sova,18.0,43.8,184.6,Brimstone,17.0,59.4,189.2,Vandal,"1,389",36,Phantom,793,32,Sheriff,198,45
313,608,iluvjaz#dren,201.1,131.4,1.04,24.7,53.5,Chamber,48.0,48.8,215.6,Viper,31.0,53.7,199.2,Astra,15.0,73.1,183.4,Vandal,"3,049",36,Phantom,"1,028",31,Classic,263,34
314,607,pho#rat,210.7,136.4,1.03,28.2,47.1,Sova,14.0,48.0,212.7,Chamber,10.0,64.7,238.9,Fade,7.0,46.2,201.7,Vandal,825,42,Ghost,84,52,Sheriff,73,58
315,607,john#500,237.7,156.7,1.21,32.8,56.7,Jett,17.0,55.2,248.3,Chamber,8.8,62.5,224.4,Brimstone,2.3,75.0,234.0,Vandal,568,46,Operator,80,12,Ghost,65,49
316,607,eli#369,207.3,136.0,1.01,31.0,43.4,Fade,17.0,57.6,195.1,Chamber,12.0,26.1,215.7,Raze,10.0,57.9,243.4,Vandal,"1,510",47,Spectre,116,27,Ghost,97,48
317,607,cired#demon,234.1,159.2,1.1,26.2,51.6,Jett,30.0,50.9,232.8,Chamber,23.0,60.5,247.9,Brimstone,8.2,28.6,222.1,Vandal,"1,068",38,Phantom,195,34,Sheriff,177,43
318,607,Pyro#1012,205.1,135.8,0.97,26.6,53.7,Astra,9.5,52.9,205.5,Jett,7.6,50.0,205.9,Sova,6.5,46.2,187.7,Vandal,954,40,Phantom,151,27,Ghost,110,48
319,605,Muddy#kalia,230.2,152.4,1.19,25.1,50.7,Chamber,12.0,59.1,232.0,Raze,6.6,54.5,286.1,Jett,4.1,71.4,243.8,Vandal,426,40,Phantom,282,37,Classic,104,31
320,604,Nanners#000,215.5,139.2,1.06,22.7,48.6,Jett,8.7,62.5,233.5,KAY/O,6.3,30.0,199.9,Raze,6.1,27.3,244.2,Vandal,926,32,Phantom,199,35,Sheriff,113,52
321,604,Exalt#EZ4ME,221.2,143.4,1.02,26.8,43.3,Jett,27.0,29.2,241.0,Reyna,12.0,59.1,217.6,Neon,12.0,63.6,232.4,Phantom,"1,201",35,Vandal,879,42,Ghost,186,49
322,604,1 800 Psyduck#NA1,224.1,147.7,1.02,31.0,46.5,Chamber,45.0,52.5,225.1,Jett,23.0,38.6,241.6,Reyna,21.0,43.6,229.3,Vandal,"2,025",45,Ghost,302,54,Operator,264,11
323,604,yao#ster,198.2,130.4,1.03,29.1,58.3,Chamber,17.0,56.7,207.2,Sova,12.0,54.5,165.0,Skye,6.5,45.5,185.6,Vandal,740,46,Operator,157,8,Ghost,125,45
324,603,SMIG#13TH,229.6,149.2,1.09,28.8,53.4,Chamber,75.0,53.3,245.9,Viper,11.0,61.9,198.6,Reyna,9.0,62.5,243.9,Vandal,"2,538",44,Ghost,411,47,Operator,258,6
325,603,Nate#4223,225.6,144.4,1.02,28.4,57.9,Jett,55.0,65.4,237.9,Chamber,13.0,57.7,214.3,Reyna,11.0,57.1,232.4,Vandal,"1,972",42,Phantom,336,32,Ghost,303,48
326,602,Lumizzy#lol,234.1,150.9,1.09,24.8,46.1,Jett,37.0,42.6,227.6,Chamber,30.0,48.1,234.7,Raze,21.0,48.6,252.2,Vandal,"1,433",40,Phantom,357,34,Operator,212,7
327,602,MrSpY#gonxt,230.8,148.3,1.25,30.9,52.3,Chamber,45.0,55.1,253.2,Fade,9.9,37.5,236.4,Jett,7.0,41.7,217.4,Vandal,"1,143",47,Operator,364,5,Phantom,268,38
328,601,reformed sosa#wosa2,220.2,145.3,1.01,30.8,44.4,Reyna,162.0,46.4,228.9,Jett,56.0,43.8,208.9,Phoenix,44.0,38.5,222.3,Vandal,"6,000",43,Ghost,"1,044",46,Sheriff,297,48
329,601,jowa#lulu,214.7,142.5,0.99,28.7,47.1,Chamber,35.0,41.9,216.0,Sova,29.0,57.4,207.8,Jett,22.0,61.0,239.8,Vandal,"2,459",44,Phantom,706,38,Sheriff,261,51
330,601,Lanjok#SSS,232.8,150.7,1.18,30.0,53.4,Chamber,62.0,56.0,231.9,Jett,32.0,56.1,244.6,Phoenix,28.0,58.8,238.7,Vandal,"2,823",42,Ghost,415,47,Phantom,343,42
332,600,RF Isaac#103,218.4,143.4,1.02,32.5,48.7,Chamber,36.0,46.3,239.2,Reyna,25.0,50.0,219.7,Raze,7.0,53.8,202.2,Vandal,"1,412",47,Operator,207,14,Ghost,206,52
333,600,Core#cord,207.7,137.2,1.01,30.4,47.9,Chamber,14.0,53.6,216.5,Reyna,14.0,60.0,237.8,Raze,7.1,38.5,203.6,Vandal,"1,231",49,Phantom,160,44,Sheriff,129,53
334,599,SILLYSALAMANDER7#ACZ2K,207.7,134.9,1.0,27.6,55.6,Jett,12.0,60.9,221.9,Fade,11.0,65.0,180.1,Chamber,6.6,36.4,178.7,Vandal,"1,308",41,Phantom,203,34,Sheriff,151,46
335,599,Snappy#EGO,196.9,130.8,1.05,31.3,63.9,Astra,13.0,54.5,205.0,Chamber,11.0,45.0,191.3,Jett,9.2,61.1,206.0,Vandal,"1,124",44,Ghost,111,47,Spectre,94,26
336,598,kumi#bitty,255.7,163.9,1.2,32.4,55.0,Jett,21.0,54.8,256.0,Chamber,2.9,83.3,269.9,Raze,2.2,25.0,258.4,Vandal,649,47,Sheriff,85,60,Operator,66,13
337,598,kwsp#odd,197.2,128.2,1.01,32.7,54.3,Chamber,22.0,58.3,216.7,Fade,15.0,46.4,192.8,KAY/O,10.0,47.4,165.1,Vandal,991,46,Spectre,137,32,Phantom,125,35
338,598,サイコウ#Saiko,221.9,143.0,1.06,31.2,54.1,Reyna,86.0,53.5,226.0,Jett,2.8,60.0,172.1,Chamber,1.6,66.7,222.2,Vandal,"2,141",39,Ghost,310,53,Sheriff,227,65
339,598,BM gabozera#wow,213.5,140.1,1.03,27.1,58.2,Jett,19.0,50.0,225.8,Raze,8.1,68.8,232.7,Viper,7.0,58.3,202.4,Vandal,"1,197",41,Phantom,180,36,Spectre,148,20
340,597,cantguardmike#GUARD,262.3,165.6,1.33,39.5,54.5,Reyna,10.0,57.1,305.8,Fade,5.8,30.0,258.7,Chamber,4.5,28.6,223.7,Vandal,846,53,Phantom,87,45,Sheriff,68,64
341,596,PRACTOTHINGS#range,232.7,150.8,1.25,28.9,67.7,Chamber,23.0,75.0,245.4,Brimstone,4.8,62.5,224.6,Fade,3.8,42.9,179.8,Vandal,589,44,Operator,124,9,Phantom,69,39
342,595,imsofine69#420,216.6,143.6,1.07,22.7,62.1,Sova,19.0,55.9,217.5,Brimstone,9.4,70.6,224.1,Chamber,2.2,50.0,218.8,Vandal,392,33,Phantom,334,28,Sheriff,90,44
343,595,Revenge#blow,224.4,148.0,1.07,28.1,56.3,Chamber,36.0,54.7,226.9,Sova,22.0,51.3,206.9,Jett,21.0,67.6,251.9,Vandal,"1,995",41,Phantom,362,33,Ghost,235,45
344,595,Shark#LFT,219.8,143.5,1.11,28.1,61.1,Sova,26.0,71.7,206.7,Jett,26.0,63.5,234.2,Chamber,18.0,62.9,230.2,Vandal,"1,601",42,Ghost,211,46,Spectre,205,25
345,594,SR moose#E30,233.3,152.6,1.14,31.1,51.8,Viper,36.0,59.1,240.1,Raze,17.0,62.5,245.1,Chamber,11.0,42.1,213.8,Vandal,"3,057",44,Ghost,320,45,Sheriff,220,64
346,594,LFT JoeSwanson22#5655,229.1,148.1,0.98,23.0,46.0,Reyna,23.0,48.8,228.3,Jett,22.0,43.9,238.2,Raze,21.0,28.2,234.2,Vandal,"1,609",35,Phantom,465,27,Spectre,229,24
347,594,OniiXL#Onii,213.4,140.4,1.01,23.4,50.3,Sova,29.0,47.2,212.3,Raze,12.0,63.6,245.2,Jett,10.0,41.2,232.2,Vandal,"1,278",39,Phantom,338,32,Ghost,199,44
348,593,Katashio#exp,218.8,142.4,1.11,26.7,52.2,Chamber,12.0,43.5,229.0,Raze,7.6,57.1,264.5,Fade,6.0,50.0,196.6,Vandal,739,40,Phantom,225,34,Ghost,137,49
349,592,VynFPS#JUDGE,232.8,145.0,1.07,16.8,50.4,Jett,82.0,51.0,243.1,Chamber,27.0,60.0,232.4,Phoenix,18.0,62.5,254.9,Vandal,"1,694",41,Judge,"1,197",10,Phantom,639,35
350,592,NASI PADANG#BEST,216.8,140.4,1.06,23.1,52.4,Jett,32.0,61.0,231.9,Chamber,15.0,46.7,215.7,Reyna,12.0,40.9,237.9,Vandal,"1,196",32,Phantom,633,31,Operator,201,7
351,591,orly#orly,202.5,131.6,0.97,25.0,52.8,Fade,20.0,52.9,196.3,Viper,15.0,62.1,205.2,Chamber,8.7,56.2,199.4,Vandal,998,36,Phantom,349,33,Ghost,117,41
353,591,FrogLady81#4348,200.3,132.7,0.94,25.5,59.9,Brimstone,48.0,66.3,200.2,Sova,22.0,57.5,201.0,Viper,16.0,61.3,191.8,Vandal,"1,217",39,Phantom,623,33,Spectre,324,28
354,590,Muff1nkat#1111,213.2,140.8,1.01,28.4,52.2,Sova,16.0,53.3,190.1,Chamber,15.0,42.9,236.2,Fade,7.1,53.8,207.2,Vandal,730,40,Phantom,99,36,Spectre,94,27
355,590,Bobovo#ACE,223.5,144.6,1.05,23.1,46.6,Jett,42.0,46.8,242.4,Raze,20.0,41.7,237.0,Brimstone,17.0,43.3,206.1,Vandal,"2,618",35,Phantom,677,33,Spectre,390,21
356,590,Slammed#2988,214.0,139.3,0.98,22.7,45.9,Chamber,42.0,38.5,220.8,Jett,29.0,52.7,225.4,Viper,25.0,55.6,216.0,Vandal,"2,531",40,Phantom,459,34,Operator,221,16
357,590,addison#FTP,236.3,149.3,1.12,33.4,50.0,Chamber,60.0,54.1,242.2,Jett,52.0,44.8,237.7,Yoru,20.0,57.9,230.2,Vandal,"2,770",49,Operator,941,9,Ghost,312,61
358,589,Bing Chilling#1121,189.5,124.5,0.89,16.4,47.2,Fade,14.0,57.7,186.5,Raze,7.3,28.6,213.9,Brimstone,7.0,64.3,233.9,Vandal,554,27,Phantom,504,22,Spectre,165,14
359,589,IVC BoLa#r35,249.5,165.3,1.26,24.6,55.5,Chamber,53.0,55.8,253.8,Omen,7.2,61.5,248.3,Sova,6.3,50.0,233.3,Vandal,"1,535",36,Spectre,162,20,Phantom,102,39
360,589,SXM#him,238.4,154.9,1.2,35.4,59.3,Chamber,14.0,55.6,265.6,Fade,7.2,46.2,223.5,Astra,6.1,63.6,249.0,Vandal,"1,258",49,Ghost,145,50,Sheriff,114,62
361,588,Huso#0724,197.6,130.9,1.07,28.9,46.9,Sova,15.0,46.4,195.4,Jett,10.0,55.6,220.8,Chamber,6.8,36.4,213.8,Vandal,737,46,Operator,164,8,Spectre,118,32
362,588,winsum#000,223.1,147.1,1.04,25.2,46.2,Raze,31.0,43.6,245.2,Reyna,13.0,58.3,212.9,Skye,3.7,42.9,193.1,Vandal,723,41,Phantom,507,36,Stinger,101,28
363,588,MIZ conch#1313,214.3,138.4,1.05,32.1,45.6,Chamber,71.0,45.7,220.1,Reyna,5.9,45.5,218.0,Omen,5.9,36.4,169.9,Vandal,"1,051",51,Operator,370,8,Phantom,280,40
364,588,gosha#deez,230.8,148.2,1.13,36.0,60.7,Jett,23.0,62.5,245.3,Chamber,15.0,58.6,218.5,Reyna,6.8,66.7,219.1,Vandal,839,54,Operator,145,5,Ghost,134,58
365,587,Apl#9567,188.5,122.6,0.96,25.6,56.8,Astra,22.0,54.1,187.2,Viper,15.0,51.9,192.7,Brimstone,7.6,69.2,184.5,Phantom,578,31,Vandal,487,42,Bulldog,173,38
366,586,SmokeAndBeat#feet,218.8,140.5,1.05,26.4,49.6,Jett,22.0,55.0,239.0,Chamber,16.0,48.1,244.8,Cypher,7.1,46.2,169.9,Vandal,"1,033",41,Operator,325,6,Ghost,159,50
367,586,VJoy#cynth,248.7,159.4,1.24,29.5,61.8,Chamber,15.0,75.9,267.7,Jett,5.1,77.8,270.8,Reyna,4.8,50.0,259.7,Vandal,624,43,Phantom,185,37,Operator,122,10
368,585,C9 yay#yey,267.5,173.6,1.31,40.3,58.8,Reyna,9.7,56.2,271.6,Jett,5.6,80.0,307.7,Yoru,5.6,100.0,239.3,Vandal,717,51,Ghost,92,57,Sheriff,69,55
369,585,SEN dapr#1of1,228.1,146.2,1.13,18.1,46.7,Fade,23.0,45.0,218.4,Cypher,9.1,47.1,217.2,Chamber,8.8,37.5,236.8,Vandal,854,28,Phantom,536,24,Spectre,251,18
370,585,DOG VAL#TTV,221.6,143.6,0.95,42.1,48.8,Phoenix,65.0,49.2,225.7,Reyna,57.0,51.9,228.6,Jett,16.0,45.2,201.3,Vandal,"2,975",58,Phantom,412,48,Ghost,402,61
371,585,Osu#FPS,215.0,142.7,1.08,33.6,50.8,Chamber,67.0,47.2,218.5,Sova,7.2,78.6,207.1,Omen,7.0,50.0,197.4,Vandal,"1,606",47,Phantom,200,42,Operator,198,22
372,585,CFNAfamous#ttv,269.6,172.3,1.25,38.3,48.9,Jett,67.0,48.8,273.8,Reyna,5.2,60.0,240.6,Chamber,1.6,33.3,243.3,Vandal,"1,730",47,Sheriff,296,74,Ghost,140,54
373,584,Knights XXiF#9146,253.8,164.3,1.29,31.1,62.5,Chamber,6.2,50.0,270.3,KAY/O,6.0,60.0,233.7,Astra,2.5,60.0,218.9,Vandal,459,45,Phantom,145,35,Ghost,59,39
375,584,Him#real,256.3,165.6,1.22,25.8,74.5,Brimstone,46.0,73.8,248.4,Fade,24.0,74.4,263.2,Reyna,17.0,73.3,272.9,Vandal,"2,465",36,Classic,252,36,Ghost,81,31
376,583,WhoFramedMe#117,227.7,146.7,1.19,33.0,47.8,Yoru,17.0,51.6,226.9,Chamber,15.0,34.5,224.2,Reyna,9.6,61.1,252.6,Vandal,826,49,Operator,122,6,Ghost,87,60
377,583,Smrty#Raze,249.7,167.9,1.2,22.0,58.9,Raze,29.0,58.9,273.6,Sova,6.7,69.2,228.3,Fade,4.5,57.1,196.9,Vandal,658,39,Phantom,332,32,Spectre,107,23
378,582,Nite#King,210.8,137.5,1.06,22.4,50.0,Jett,7.5,35.7,235.7,Chamber,6.3,69.2,238.2,Sage,4.8,37.5,206.0,Vandal,575,36,Phantom,132,32,Spectre,66,23
379,582,dadstin#diff,220.6,143.1,1.11,21.9,42.0,Sova,11.0,26.3,203.8,Viper,9.9,52.9,219.5,Chamber,8.9,37.5,237.4,Vandal,925,39,Phantom,285,30,Spectre,130,21
380,582,fiziq#zzz,209.3,136.6,1.05,31.6,54.3,Sova,16.0,51.5,206.7,Fade,6.1,60.0,208.7,Chamber,6.1,81.8,250.9,Vandal,778,43,Sheriff,103,50,Ghost,74,47
381,582,Feels#39kg,210.1,140.3,1.01,37.2,52.1,Chamber,29.0,58.5,217.3,Jett,8.8,61.1,222.0,Fade,7.0,54.5,185.8,Vandal,"1,240",52,Guardian,155,61,Sheriff,147,65
382,582,NBG Papi#nosus,225.5,147.6,1.07,24.9,60.2,KAY/O,13.0,62.5,211.9,Breach,7.2,41.7,207.2,Fade,6.6,54.5,209.8,Vandal,"1,030",35,Phantom,184,33,Ghost,122,39
383,582,IDK#PEEK,227.6,147.7,1.22,28.2,62.2,Chamber,30.0,71.4,235.6,Astra,6.7,45.5,213.4,Viper,1.9,0.0,170.9,Vandal,689,40,Operator,140,6,Ghost,57,43
384,581,Cain#604,208.9,135.3,1.03,25.2,52.9,Chamber,10.0,52.6,222.2,KAY/O,5.7,60.0,211.3,Omen,3.4,83.3,179.0,Vandal,530,39,Phantom,147,30,Operator,57,7
385,581,Morg#888,208.6,136.1,1.06,22.2,52.1,Harbor,9.7,52.9,208.6,Astra,9.1,50.0,187.6,Viper,4.0,100.0,258.9,Vandal,365,36,Phantom,278,30,Operator,107,14
387,580,Sh4rp#zzy,192.8,126.2,0.9,27.0,49.1,Chamber,19.0,47.2,204.6,Omen,17.0,60.6,191.0,Astra,14.0,43.5,182.6,Vandal,"1,882",38,Phantom,201,34,Ghost,192,48
388,580,WX XIAOLONG888#bount,197.5,130.1,0.93,29.7,51.2,Jett,30.0,46.4,219.5,Chamber,28.0,58.5,202.4,Reyna,15.0,63.0,206.0,Vandal,"1,996",45,Phantom,282,40,Sheriff,214,60
389,580,SHIESTY#GRAPE,247.6,160.2,1.17,28.8,56.9,Jett,52.0,60.2,258.8,Chamber,23.0,46.3,223.2,Viper,1.4,50.0,195.0,Vandal,"1,419",41,Phantom,246,35,Operator,194,13
390,579,XxTorrify69420xX#Tshot,222.8,147.7,1.02,24.9,48.9,Chamber,44.0,49.4,218.1,Raze,24.0,51.2,256.0,Reyna,19.0,35.3,239.7,Vandal,"2,805",37,Operator,351,11,Ghost,229,45
391,579,val truu#2693,212.2,141.7,1.06,25.3,51.9,Sova,47.0,51.2,200.8,Jett,22.0,51.4,218.2,Reyna,20.0,51.4,236.4,Vandal,"2,171",40,Phantom,508,32,Spectre,384,26
392,578,meow#harm,255.5,162.6,1.22,35.0,52.3,Chamber,12.0,57.1,259.1,Jett,8.5,43.8,243.4,Reyna,6.5,58.3,286.2,Vandal,632,51,Operator,136,5,Sheriff,89,62
393,578,Dasnerth#TTV,228.2,132.7,0.98,11.6,45.0,Cypher,71.0,43.8,227.2,Neon,32.0,54.2,231.6,Viper,12.0,39.1,227.1,Judge,"2,268",10,Vandal,555,39,Shorty,282,11
394,578,HuluAndChill#CHILL,224.0,147.6,1.16,31.5,52.7,Chamber,38.0,50.7,230.1,Jett,7.5,61.5,246.3,Brimstone,5.2,50.0,208.1,Vandal,"1,075",44,Operator,173,7,Sheriff,61,45
395,578,Relevant#cait,199.3,131.5,1.11,28.1,55.1,Chamber,15.0,51.9,212.0,Fade,10.0,63.2,191.9,Raze,7.9,38.5,213.1,Vandal,841,42,Phantom,197,38,Ghost,108,49
396,577,Solar#otf5,205.9,134.9,1.02,35.5,45.3,Sova,17.0,34.4,203.7,Viper,15.0,57.1,204.0,Brimstone,15.0,20.7,196.1,Vandal,"1,638",50,Phantom,428,45,Ghost,200,58
397,576,flare#bing,214.6,143.6,1.06,30.3,47.2,Sova,13.0,39.1,217.7,Chamber,9.9,64.7,240.8,Raze,6.9,50.0,224.2,Vandal,"1,005",46,Ghost,106,37,Sheriff,72,67
398,575,POPSMOKE#014,204.1,133.2,0.97,30.9,51.1,Jett,10.0,45.0,224.4,Cypher,5.6,90.9,215.9,Omen,4.2,87.5,228.7,Vandal,803,47,Sheriff,86,49,Phantom,71,32
399,575,JohnMike#6455,189.8,125.0,0.96,22.7,54.8,Viper,7.9,66.7,190.5,Raze,6.4,58.3,219.5,Fade,5.5,40.0,172.2,Vandal,717,34,Spectre,102,20,Sheriff,80,50
400,575,ライリー#Yuna,216.2,146.1,1.03,26.3,46.7,Chamber,20.0,57.9,225.6,Jett,18.0,42.4,224.6,Sova,17.0,42.9,201.4,Vandal,"2,087",38,Sheriff,200,51,Ghost,167,43
401,574,tokyozinho#drift,247.2,156.6,1.25,29.3,56.1,Chamber,60.0,60.6,255.8,Jett,7.7,40.0,231.4,Fade,3.5,33.3,213.1,Vandal,"1,000",52,Operator,634,6,Sheriff,118,52
402,574,TSM FTX sym#katie,278.0,178.2,1.25,38.5,54.0,Jett,22.0,54.8,271.3,Neon,13.0,62.5,275.2,Chamber,8.5,50.0,265.1,Vandal,"1,596",54,Operator,241,11,Sheriff,206,63
403,574,twitch ion2x#2009,247.5,159.6,1.11,28.0,56.6,Chamber,42.0,46.1,241.5,Raze,21.0,56.8,260.4,Jett,17.0,71.9,244.4,Vandal,"1,592",46,Phantom,407,39,Operator,199,10
404,574,TTV Nysoo7#TkTok,223.0,145.4,1.21,22.9,57.9,Chamber,49.0,54.4,228.6,Sova,13.0,60.0,187.6,Omen,5.9,54.5,221.4,Phantom,790,30,Vandal,702,42,Operator,274,4
405,573,Cue#doom,182.7,118.7,0.91,21.5,51.8,Astra,13.0,54.5,182.3,Fade,8.3,64.3,187.2,Viper,8.1,42.9,181.1,Vandal,804,31,Phantom,233,25,Spectre,132,19
406,573,DOOMSDAY#ilco,228.6,147.7,1.1,32.0,51.1,Chamber,33.0,42.6,230.7,Reyna,24.0,65.1,242.5,Jett,3.0,40.0,216.8,Vandal,"1,223",51,Operator,346,13,Sheriff,89,37
