rank,rating,name,score/round,damage/round,k/d_ratio,hs_percentage(%),win_percentage(%),top_1_agents_name,top_1_agents_hours,top_1_agents_win%,top_1_agents_acs,top_2_agents_name,top_2_agents_hours,top_2_agents_win%,top_2_agents_acs,top_3_agents_name,top_3_agents_hours,top_3_agents_win%,top_3_agents_acs,top_1_weapon,top_1_weapon_kills,top_1_hs%,top_2_weapon,top_2_weapon_kills,top_2_weapon_hs%,top_3_weapon,top_3_weapon_kills,top_3_weapon_hs%
407,573,noni#2009,229.8,145.6,1.08,23.2,51.6,Reyna,78.0,55.9,240.8,Jett,37.0,52.1,228.3,Chamber,27.0,42.0,224.4,Vandal,"2,461",45,Judge,782,12,Ghost,329,53
408,573,Toarklet#NA1,212.5,139.1,0.95,18.6,55.6,Sova,37.0,54.5,192.5,Reyna,27.0,64.6,248.9,Raze,14.0,69.2,232.1,Vandal,"1,286",33,Phantom,728,28,Sheriff,219,43
409,571,OpTic Marved#ICE,231.2,153.6,1.1,30.5,46.2,Chamber,20.0,57.9,240.4,Fade,14.0,48.1,221.3,Astra,7.1,42.9,243.5,Vandal,"1,536",43,Ghost,131,46,Spectre,125,27
410,571,khoi#MAXIM,200.9,128.1,0.93,15.2,50.0,Breach,16.0,62.1,203.8,Fade,14.0,48.1,190.1,Sova,9.6,17.6,201.0,Vandal,587,24,Phantom,425,23,Classic,157,25
411,571,AztKk#MEXX,203.2,131.3,0.98,23.9,55.9,Chamber,5.4,40.0,186.7,Viper,3.7,71.4,200.7,Fade,2.8,80.0,182.4,Vandal,333,32,Phantom,178,29,Ghost,78,60
412,571,Troll#Van,199.6,129.6,1.02,23.2,48.3,Breach,12.0,61.9,167.0,Sova,12.0,35.0,198.6,KAY/O,10.0,50.0,203.8,Vandal,"1,634",32,Phantom,281,25,Ghost,206,44
413,571,EXA#tina,215.6,139.8,0.99,25.3,49.5,Chamber,23.0,47.7,226.8,Brimstone,10.0,42.1,191.6,Jett,10.0,36.8,214.1,Vandal,"1,781",38,Phantom,276,33,Sheriff,166,48
414,571,Glizzy Goblin#4fun,209.7,137.0,1.06,18.2,57.8,Chamber,13.0,75.0,237.9,Omen,12.0,66.7,207.5,Fade,12.0,82.6,185.1,Vandal,"1,017",30,Phantom,425,23,Spectre,173,20
415,570,stig#zzz,239.2,152.6,1.07,30.3,48.9,Jett,38.0,50.7,244.3,Chamber,8.2,53.3,242.4,Reyna,2.0,25.0,182.8,Vandal,778,44,Operator,187,13,Ghost,111,45
416,570,RicIsSick#Clan,197.3,129.2,1.01,28.8,49.0,Sova,17.0,38.7,195.1,KAY/O,11.0,57.1,199.7,Sage,11.0,54.5,180.3,Vandal,925,46,Phantom,651,37,Spectre,213,22
417,568,koldqt#yuki,221.4,143.6,1.06,24.3,61.4,Jett,17.0,63.3,242.2,Chamber,11.0,59.1,223.6,Sova,7.4,38.5,191.1,Vandal,967,37,Phantom,243,34,Operator,169,8
418,566,Roar#1234,218.8,142.4,1.09,30.3,57.3,Chamber,18.0,58.8,220.4,Jett,16.0,63.3,237.0,Reyna,3.2,66.7,216.3,Vandal,807,43,Ghost,119,54,Spectre,115,32
419,566,Ellep#777,226.4,149.8,1.2,32.2,52.3,Chamber,49.0,52.3,248.7,Brimstone,12.0,60.0,200.2,Astra,9.8,52.9,219.2,Vandal,"2,055",47,Ghost,211,45,Phantom,180,35
420,566,santea#lei,235.8,155.6,1.09,29.9,60.4,Raze,7.1,84.6,229.4,Harbor,6.9,46.2,221.2,Omen,6.4,33.3,243.9,Vandal,940,45,Phantom,149,37,Spectre,125,31
421,566,drag#1337,187.9,126.7,0.99,27.5,52.6,Omen,32.0,54.2,197.0,Sova,23.0,51.3,177.8,Chamber,11.0,52.4,205.8,Vandal,"1,603",39,Spectre,153,25,Sheriff,131,55
423,566,pierson#wasd,231.9,150.6,0.98,16.4,57.6,Chamber,16.0,53.3,226.1,Jett,14.0,50.0,267.2,Fade,6.3,80.0,225.4,Vandal,"1,085",24,Phantom,330,25,Spectre,145,20
425,565,tR demon#6808,227.4,148.7,1.05,29.1,53.0,Chamber,58.0,54.7,231.0,Jett,3.1,60.0,215.5,Raze,2.7,50.0,250.4,Vandal,906,45,Operator,296,13,Phantom,151,39
426,565,Tyzn#FPS,214.5,140.9,0.97,19.5,53.7,Reyna,23.0,57.1,222.4,Jett,19.0,55.6,206.4,Raze,11.0,59.1,232.1,Vandal,967,33,Phantom,185,25,Spectre,176,21
427,565,GaryTheSnail#PCHS,211.3,137.8,1.03,29.2,47.9,Chamber,35.0,61.3,216.9,Sova,24.0,51.2,210.3,KAY/O,15.0,42.9,214.5,Vandal,"2,557",43,Spectre,316,28,Sheriff,213,60
428,564,prune#11k,217.0,141.0,0.98,24.0,53.9,Raze,15.0,42.9,241.2,Jett,10.0,55.6,219.5,Chamber,7.4,69.2,240.5,Vandal,971,41,Spectre,176,23,Phantom,164,37
429,564,gochu#7023,201.2,132.6,1.04,33.1,54.6,Chamber,11.0,65.0,214.5,Brimstone,9.8,57.9,200.2,Astra,9.0,58.8,208.1,Vandal,800,44,Ghost,114,50,Phantom,101,42
430,564,cai#8965,211.4,137.4,1.1,28.8,51.0,Viper,18.0,48.5,201.5,Fade,10.0,66.7,183.1,Sova,8.4,40.0,189.9,Vandal,967,45,Phantom,560,40,Spectre,242,29
431,564,bjjn00dl#PAPI,213.4,138.5,1.0,35.3,57.3,Omen,34.0,64.1,223.5,Brimstone,25.0,56.5,205.2,Chamber,20.0,48.7,231.4,Vandal,"2,118",50,Spectre,226,39,Frenzy,136,38
432,563,Nubstir#1337,219.2,145.1,1.08,32.7,50.4,Sova,13.0,45.8,211.5,Skye,11.0,59.1,222.5,Jett,9.0,37.5,188.9,Vandal,"1,483",43,Ghost,157,51,Sheriff,146,74
433,563,crouchNspray#whiff,211.1,137.3,1.08,22.2,52.7,Omen,14.0,55.6,216.8,Fade,12.0,59.1,204.6,Chamber,12.0,52.2,203.9,Vandal,"1,092",35,Phantom,464,32,Stinger,198,16
434,563,onuh#PRBLM,242.1,158.6,1.04,16.5,56.0,Raze,51.0,59.8,249.5,Jett,12.0,54.5,237.3,Reyna,10.0,45.0,233.8,Vandal,"1,094",31,Phantom,429,29,Sheriff,247,32
435,562,Norman#goat,243.3,159.2,1.21,22.4,53.2,Chamber,7.2,58.3,235.8,Fade,4.8,50.0,206.6,Jett,3.9,85.7,323.6,Vandal,769,34,Phantom,166,27,Operator,76,15
436,562,brandon#viet,280.3,185.9,1.39,27.9,53.0,Jett,31.0,53.4,281.0,Phoenix,24.0,60.5,294.9,Reyna,16.0,53.6,274.8,Vandal,"1,706",45,Sheriff,206,39,Ghost,160,41
437,562,PreFx#slime,247.7,161.3,1.24,30.3,64.4,Jett,39.0,69.4,254.6,Chamber,20.0,57.9,251.1,Raze,8.2,60.0,246.3,Vandal,"1,593",44,Ghost,221,47,Operator,208,7
438,561,Dogo#0001,258.9,168.3,1.15,31.8,50.7,Jett,25.0,52.2,276.6,Reyna,6.1,72.7,239.1,Raze,5.6,33.3,210.5,Vandal,899,46,Sheriff,123,52,Ghost,99,58
440,560,SWERVOSHIESTY#42069,244.1,156.8,1.2,25.6,51.5,Chamber,23.0,63.6,257.2,Jett,7.4,15.4,218.5,Reyna,6.9,69.2,259.1,Vandal,645,40,Phantom,343,35,Ghost,92,45
441,560,someone duo w me#pls,295.6,189.3,1.4,42.0,66.2,Chamber,14.0,71.4,296.9,Jett,9.6,83.3,325.1,Reyna,2.9,40.0,261.3,Vandal,748,56,Sheriff,127,60,Operator,70,7
442,560,Rahr#tig,240.0,157.6,1.12,24.7,56.7,Sova,10.0,55.6,227.8,Raze,10.0,61.1,267.4,Fade,4.6,37.5,234.0,Vandal,570,39,Phantom,424,33,Spectre,149,30
443,560,FFE Zamal#Aim,207.9,134.0,1.0,39.4,52.4,Chamber,24.0,50.0,217.2,Jett,23.0,51.2,219.6,Skye,20.0,59.5,220.5,Vandal,"1,868",56,Ghost,305,66,Operator,196,8
444,560,i play 4 myself#grass,254.3,165.4,1.26,27.9,60.0,Reyna,17.0,46.7,243.3,Chamber,16.0,67.7,286.3,Raze,11.0,70.0,260.7,Vandal,972,44,Phantom,529,41,Spectre,182,32
445,560,Nguy3n#B1t,243.7,161.0,1.34,24.1,56.7,Reyna,45.0,56.4,255.1,Chamber,28.0,53.8,231.1,KAY/O,1.3,100.0,165.9,Vandal,"1,514",32,Spectre,221,25,Phantom,195,31
446,559,Tristie#2913,210.8,139.3,1.11,30.0,52.8,Sova,27.0,55.3,220.5,Fade,12.0,57.1,215.6,Breach,8.8,53.3,191.6,Vandal,988,44,Ghost,126,50,Sheriff,98,70
447,559,RF Jayymilz#TTV,207.7,134.6,1.04,28.4,49.4,Astra,38.0,52.2,203.5,Viper,24.0,45.2,212.7,Brimstone,22.0,51.3,213.2,Vandal,"1,239",43,Phantom,488,44,Spectre,191,37
448,559,Feick#1TAP,246.0,159.4,1.19,31.4,60.2,Reyna,44.0,67.9,253.6,Jett,18.0,46.9,235.7,Sage,9.9,44.4,227.1,Vandal,"1,486",43,Sheriff,249,51,Phantom,185,38
450,559,kamiyada#666,216.7,141.9,0.98,24.1,50.8,Brimstone,38.0,57.1,209.2,Chamber,35.0,49.2,224.7,Phoenix,24.0,47.6,242.1,Vandal,"2,333",35,Sheriff,252,56,Spectre,195,24
451,558,funbunsz#TTV,224.8,150.6,1.24,36.4,51.3,Chamber,14.0,50.0,223.3,Jett,13.0,43.5,222.0,Reyna,10.0,52.9,216.9,Vandal,"1,304",50,Sheriff,158,69,Ghost,145,50
452,558,AVEHAN#kunt,224.5,146.9,1.14,32.3,54.0,Omen,22.0,62.8,215.2,Chamber,17.0,60.0,256.9,Fade,14.0,45.8,205.6,Vandal,"1,763",46,Spectre,178,31,Ghost,131,43
453,558,naisu#zzzzz,209.3,136.3,1.01,31.6,57.2,Chamber,16.0,71.4,218.4,Reyna,10.0,70.6,224.4,Sova,6.5,83.3,199.8,Vandal,"1,067",47,Phantom,374,38,Ghost,148,50
455,558,VALK smalls#wtp,228.9,149.9,1.17,31.1,56.7,Chamber,47.0,52.4,230.7,Reyna,28.0,63.0,247.2,Fade,15.0,57.1,202.9,Vandal,"2,026",44,Ghost,198,46,Sheriff,120,58
456,557,Teague#DJM,199.9,128.9,0.94,24.6,50.7,KAY/O,11.0,38.9,194.2,Fade,8.3,71.4,193.6,Chamber,5.2,55.6,233.2,Vandal,561,39,Phantom,174,33,Spectre,53,22
457,557,Tea#ytube,215.4,138.0,1.04,19.3,47.9,Yoru,78.0,48.2,215.6,Brimstone,1.0,50.0,212.4,Reyna,0.6,0.0,193.6,Vandal,917,33,Phantom,414,31,Spectre,244,18
458,557,olivia#edate,317.7,209.5,1.6,27.5,74.5,Reyna,23.0,76.7,319.7,Fade,1.1,50.0,257.4,Chamber,0.7,0.0,384.4,Vandal,867,34,Ghost,110,43,Spectre,42,19
460,556,LFT melvin#REFRM,262.4,171.8,1.14,24.8,50.9,Jett,19.0,52.9,265.6,Reyna,9.4,47.1,266.6,Chamber,2.8,40.0,226.1,Vandal,560,43,Phantom,149,38,Operator,135,9
461,556,sukwar#6969,234.5,153.2,1.14,26.0,57.1,Sova,15.0,66.7,223.9,Reyna,7.4,57.1,256.3,Fade,7.2,46.2,229.3,Vandal,940,35,Phantom,169,33,Ghost,94,40
462,556,smiley#csgo,228.4,153.0,1.03,20.5,49.2,Raze,83.0,50.3,239.8,Phoenix,47.0,48.2,225.5,Chamber,20.0,51.4,224.0,Vandal,"1,796",35,Phantom,"1,149",30,Spectre,646,23
464,556,Judgment#KAYO,211.6,137.8,1.09,19.6,54.1,KAY/O,66.0,51.3,214.3,Skye,23.0,70.7,209.6,Yoru,2.3,25.0,205.8,Vandal,"1,083",34,Phantom,701,26,Ghost,198,38
465,556,bui#604,230.6,151.3,1.11,22.6,57.3,Jett,83.0,57.1,237.7,Fade,8.2,71.4,201.9,Chamber,6.7,50.0,205.7,Vandal,"1,181",34,Phantom,659,30,Ghost,215,39
466,556,Sentinel2Rad#iant,226.6,148.1,1.12,27.5,51.4,Chamber,202.0,51.9,230.4,Sage,42.0,53.4,211.5,Cypher,12.0,40.0,228.0,Vandal,"3,775",38,Phantom,867,35,Operator,662,14
467,555,traded#NYC,229.1,149.4,1.08,33.7,43.4,Jett,89.0,46.3,231.1,Reyna,24.0,47.7,231.7,Chamber,14.0,17.9,232.7,Vandal,"2,979",49,Sheriff,424,49,Phantom,280,44
468,555,SkuLLy#Jai,217.7,141.3,1.05,18.7,50.4,Reyna,123.0,52.5,225.2,Fade,6.3,44.4,168.2,Chamber,4.7,50.0,204.2,Vandal,"2,367",31,Stinger,"1,201",18,Frenzy,380,26
470,555,wtp interlaced#777,207.1,138.6,1.05,28.3,58.3,Sova,27.0,56.0,204.0,KAY/O,13.0,50.0,201.6,Fade,9.2,62.5,203.0,Vandal,"1,147",44,Spectre,148,26,Ghost,129,50
471,554,tylerboy#yoo,237.4,156.4,1.12,24.4,50.6,Raze,7.1,71.4,264.6,Chamber,7.1,38.5,228.1,Sova,5.1,33.3,232.5,Vandal,622,42,Phantom,235,33,Operator,62,6
472,554,KIMCHI#JIZEL,209.3,135.8,1.08,22.1,48.9,Omen,17.0,50.0,213.8,Fade,12.0,50.0,200.5,Viper,9.2,43.8,193.7,Vandal,"1,017",33,Phantom,492,26,Spectre,165,20
473,554,delusional zoady#solo,202.5,132.8,0.94,27.2,50.5,Raze,22.0,60.0,224.7,Chamber,17.0,38.7,201.3,Jett,16.0,37.5,209.9,Vandal,"1,608",45,Phantom,327,40,Ghost,266,48
474,554,V0NS#BANG,213.3,142.9,1.0,24.2,54.8,Raze,18.0,72.7,225.8,Jett,11.0,42.9,212.1,Fade,7.1,38.5,203.6,Vandal,804,39,Phantom,279,38,Spectre,100,21
475,554,Elit3#cutie,229.1,151.6,1.19,28.5,58.5,Phoenix,18.0,51.5,241.2,Reyna,15.0,65.5,218.4,Chamber,9.6,64.7,225.1,Vandal,986,41,Ghost,119,41,Spectre,91,23
476,554,LR Rykinn#Boba,221.3,144.2,1.08,22.2,50.0,Chamber,15.0,71.4,237.9,Astra,13.0,40.0,204.7,Viper,11.0,35.0,209.4,Phantom,"1,000",30,Vandal,433,37,Spectre,196,21
477,554,USFCA шooo#USFCA,207.4,135.7,0.99,31.0,51.7,Sova,24.0,54.5,207.0,Fade,10.0,55.6,193.6,Breach,6.8,23.1,204.9,Phantom,757,39,Vandal,398,47,Spectre,120,31
478,554,ozo2#0409,285.0,182.1,1.46,23.1,60.6,Reyna,29.0,66.7,296.6,Chamber,17.0,46.9,270.6,Phoenix,2.3,50.0,310.4,Vandal,"1,145",31,Phantom,193,33,Operator,181,7
479,553,SQ nerve#ncie,200.7,132.2,0.96,28.5,45.0,Viper,14.0,64.0,211.1,Astra,14.0,29.2,212.7,Chamber,14.0,48.0,210.0,Vandal,"1,499",39,Sheriff,168,60,Phantom,113,30
480,553,thaisama#doob,188.6,123.9,0.89,19.9,55.5,Astra,13.0,48.0,190.3,Fade,8.3,60.0,194.8,Viper,8.1,64.3,187.9,Vandal,667,30,Phantom,281,27,Spectre,112,16
481,553,BSU Tn#yummy,225.3,144.9,1.15,28.7,51.0,Chamber,32.0,54.0,220.9,Jett,26.0,55.3,231.6,Raze,17.0,46.7,249.5,Vandal,"1,668",39,Phantom,487,35,Ghost,255,53
482,553,IMM beqq#2006,219.8,144.2,1.01,23.9,53.1,Raze,24.0,58.1,262.5,Jett,21.0,46.2,229.5,Astra,17.0,63.6,215.3,Vandal,"1,628",36,Phantom,"1,095",34,Spectre,290,26
483,553,Jeba#JSC,249.1,161.2,1.15,26.4,56.2,Jett,28.0,68.0,257.7,Chamber,13.0,48.0,250.1,Raze,8.8,40.0,251.7,Vandal,"1,548",40,Ghost,185,48,Spectre,161,23
486,552,ceredon#123,213.1,138.2,1.06,25.0,62.2,Sova,8.4,50.0,202.1,Jett,8.0,93.8,258.1,Fade,6.3,50.0,201.4,Vandal,790,38,Spectre,107,21,Phantom,93,32
487,552,alphashamu#001,204.5,134.7,1.28,22.4,73.5,Chamber,10.0,63.2,215.2,Viper,10.0,78.9,211.1,Sova,8.3,100.0,210.4,Vandal,520,34,Phantom,217,28,Sheriff,69,46
489,551,whitr#UofA,197.3,129.9,1.01,24.2,47.4,Chamber,6.8,58.3,260.6,Brimstone,6.5,63.6,196.6,Sova,4.6,62.5,196.7,Vandal,706,39,Classic,61,31,Ghost,48,35
490,551,wtp NELBLOOD18 M#CJBJ,245.2,159.9,1.16,32.5,51.3,Jett,60.0,54.6,247.9,Neon,4.4,37.5,265.7,Chamber,4.3,50.0,235.9,Vandal,"1,418",49,Phantom,293,43,Operator,233,7
491,551,dags#Dan,210.4,135.6,1.05,22.9,58.8,Chamber,24.0,43.2,217.5,Jett,10.0,84.2,210.5,Fade,5.9,80.0,183.7,Vandal,536,33,Phantom,150,33,Operator,147,6
493,551,FF KoN#lena,253.7,165.4,1.17,30.9,52.1,Reyna,41.0,62.3,268.3,Chamber,26.0,48.9,244.7,Jett,17.0,37.5,236.7,Vandal,"2,212",44,Ghost,261,45,Operator,195,18
494,551,CLG rise#6302,181.3,120.9,0.9,23.9,51.3,Sova,27.0,56.0,174.7,Viper,27.0,56.9,190.2,Brimstone,25.0,52.2,164.6,Vandal,"2,281",36,Phantom,374,29,Spectre,306,25
495,550,DarkenMatter#mjc,189.1,126.1,0.98,25.6,59.3,Brimstone,7.2,50.0,158.6,Viper,6.2,75.0,186.9,Astra,6.0,50.0,206.9,Vandal,574,36,Spectre,65,26,Ghost,63,45
496,550,ttv PoneCone1#990,216.5,146.7,1.05,25.1,52.9,Phoenix,18.0,53.1,234.0,Jett,17.0,50.0,216.5,Chamber,16.0,58.6,207.3,Vandal,"1,068",37,Ghost,105,38,Phantom,86,29
497,550,J rhee#1999,224.4,148.9,1.13,26.8,53.4,Chamber,49.0,58.9,230.2,Jett,20.0,55.6,241.6,Viper,5.7,50.0,190.1,Vandal,"1,502",39,Operator,196,13,Phantom,192,36
498,549,saint#143,207.4,135.5,0.91,28.7,46.4,Jett,30.0,50.9,231.0,Chamber,14.0,53.8,203.6,Reyna,12.0,45.5,218.9,Vandal,"2,202",44,Sheriff,241,60,Phantom,230,35
499,549,Tairany#000,214.6,142.6,0.98,22.0,54.4,Sova,36.0,59.1,213.3,Raze,24.0,57.8,221.2,Chamber,14.0,51.9,204.8,Vandal,820,42,Phantom,747,37,Ghost,134,44
500,549,randomcmr#7177,230.8,149.3,1.13,29.8,51.9,Jett,137.0,51.4,235.6,Chamber,21.0,69.2,235.3,Sova,2.7,60.0,183.0,Vandal,"2,491",43,Phantom,593,37,Spectre,444,25
501,549,Tank#cndy,250.9,163.0,1.19,23.1,64.5,Reyna,15.0,70.4,279.2,Jett,11.0,63.6,246.9,Raze,9.1,55.6,282.3,Vandal,794,34,Phantom,525,34,Spectre,165,27
502,549,BSTAR#PreFx,258.4,165.8,1.26,25.8,63.4,Raze,30.0,55.6,269.6,Jett,16.0,67.7,280.3,Phoenix,14.0,67.9,279.3,Vandal,"2,111",40,Phantom,510,30,Ghost,346,40
503,548,ShimmyXD#NA1,199.6,131.1,0.96,23.8,50.0,Fade,11.0,42.1,186.2,Viper,8.4,53.3,192.8,Brimstone,3.1,50.0,193.3,Vandal,392,35,Phantom,226,30,Classic,72,40
504,548,Kizou#aim,239.1,154.6,1.12,36.3,54.6,Chamber,33.0,59.3,243.2,Reyna,13.0,65.4,261.4,Jett,12.0,42.9,252.5,Vandal,"1,790",50,Bulldog,134,54,Ghost,111,46
506,547,ranked thrower#8076,223.8,147.3,1.13,23.0,51.9,Chamber,23.0,41.9,218.6,Jett,13.0,40.0,248.2,Raze,11.0,65.0,231.9,Vandal,"1,067",37,Phantom,344,29,Operator,240,8
507,547,LFT metropolis#2001,211.4,139.7,1.06,36.0,53.3,Brimstone,22.0,58.3,218.0,Harbor,14.0,59.3,193.5,Yoru,7.4,38.5,200.8,Vandal,"1,244",50,Sheriff,178,65,Ghost,155,52
508,547,boopz#sora,204.1,133.5,1.03,29.8,58.6,Fade,59.0,54.6,201.8,KAY/O,16.0,69.0,208.6,Breach,3.7,57.1,203.0,Vandal,853,45,Phantom,829,34,Ghost,219,45
509,546,ericdoa#saint,209.7,135.9,1.03,26.8,48.6,Chamber,82.0,49.7,216.4,Reyna,36.0,54.0,219.2,Sova,36.0,41.9,195.8,Vandal,"2,743",45,Operator,710,8,Phantom,397,35
510,546,Ziehm#TTV,215.1,140.8,1.01,19.7,46.0,Jett,36.0,46.9,220.3,Raze,19.0,51.4,238.3,Sova,15.0,51.7,208.8,Vandal,"2,089",29,Phantom,788,27,Ghost,208,28
511,545,FFE Papicam#J34,213.4,138.6,1.16,24.7,50.0,Chamber,21.0,56.1,226.6,KAY/O,7.1,46.2,193.1,Raze,5.1,50.0,225.8,Vandal,687,39,Operator,193,6,Phantom,110,39
512,545,sh1r0#420,218.0,146.5,1.03,34.9,53.7,Jett,26.0,52.1,233.6,Reyna,15.0,51.9,216.5,Chamber,9.0,52.9,211.6,Vandal,"1,632",46,Sheriff,183,61,Ghost,98,48
513,545,Saurioll#POP,218.6,145.6,1.03,33.8,57.1,Jett,21.0,64.1,246.0,Chamber,21.0,55.3,208.9,Omen,10.0,61.1,196.7,Vandal,"1,485",48,Phantom,329,41,Bulldog,140,37
514,545,NOS#VAC,218.3,140.0,0.98,24.3,52.1,Jett,18.0,64.7,241.3,Raze,16.0,40.0,212.3,Chamber,15.0,53.6,210.7,Vandal,"1,782",42,Spectre,208,27,Stinger,202,24
515,544,Jett Bezos#KEKW,227.1,146.1,1.04,26.8,50.4,Jett,24.0,39.0,207.5,Chamber,14.0,55.2,244.0,Reyna,7.0,66.7,248.3,Vandal,"1,196",40,Ghost,110,45,Spectre,99,25
516,544,KRO Jrmzie#999,224.4,148.5,1.13,28.1,55.5,Chamber,56.0,56.6,245.1,Breach,19.0,76.5,212.6,Fade,15.0,51.9,197.1,Vandal,"2,340",42,Ghost,232,36,Phantom,171,31
517,544,jcStani#billy,222.8,145.2,1.09,39.1,55.6,Astra,80.0,53.4,222.8,Chamber,50.0,57.6,230.3,Viper,40.0,60.0,232.9,Phantom,"3,221",49,Vandal,"2,303",54,Ghost,623,60
